tweet_id,created_at,customer_text,response_tweet_id,in_response_to_tweet_id,proposed_intent,historical_response,final_intent,review_status,escalation_gold,notes
2720058,Mon Nov 20 14:32:11 +0000 2017,@AmazonHelp Yes sorry I did receive one that said I could do it in 5 hours time but was so angry haven’t done it - rang CS services twice and asked@for an email apology none of which I’ve received,,2720057.0,other_unclear,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2508015,Thu Nov 16 05:25:56 +0000 2017,@AmazonHelp Please please please Amazon.,,2508013.0,other_unclear,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
288984,Sat Oct 07 08:29:34 +0000 2017,@AmazonHelp Sent two messages now and still nothing no reply from amazon no reply from seller. And still no items https://t.co/beq2wB2aBn,288985,288983.0,seller_or_marketplace_problem,@184861 Hi- When did you contact the Seller? &amp; what was the original expected delivery date? Have you looked into filing a claim? ^NV,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1421240,Mon Nov 06 17:10:39 +0000 2017,@AmazonHelp I have a consumer forum charge sheet with me!! Meanwhile if u guys have any decency contact me from ur end. Because i am definitely now,,1421237.0,payment_or_billing_problem,,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
734154,Wed Oct 11 11:24:07 +0000 2017,@AmazonHelp yes I’ve already done that. Got my husband to try too to see where error lies and he didn’t get an email from you either,734156,734153.0,missing_or_not_received_order,@AmazonHelp hello ????? I’m in desperate need of placing an order,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1574444,Tue Oct 17 06:47:37 +0000 2017,@AmazonHelp Oh and the latest little gem was 'i suggest you check your email address ' 🤔,,1574442.0,account_or_login_problem,,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
138077,Tue Nov 21 13:14:25 +0000 2017,"@AmazonHelp I thank for promt reply 

But DIDNT GET SOLUTION TO MY PROBLEM",138076,138078.0,missing_or_not_received_order,@131293 Did you happen to use the secure link sent by our team? Do keep us posted we will assist you accordingly. ^MN,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1489474,Fri Nov 03 12:05:06 +0000 2017,@AmazonHelp Danke fürs schnelle Antworten...soll ich einfach den Kundenservice anschreiben über meinen Account?,1489475,1489473.0,account_or_login_problem,"@465950 Jep - nutz den Link oben, meld dich an und wähl ne Kontaktoption. Die Kollegen sehen dein Kundenkonto dann. ^AS",product_information,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1587313,Sat Nov 04 23:07:27 +0000 2017,"@AmazonHelp The exchange offer with my phone to buy one plus 5 is not available! 
But it was since a week and went missing since 3 hours , I wanna buy! https://t.co/yHsifrmDYm",,1587311.0,missing_or_not_received_order,,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1446377,Fri Nov 03 01:23:56 +0000 2017,@AmazonHelp Tried to contact via phone same problem,,1446376.0,other_unclear,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2142902,Wed Nov 08 23:35:20 +0000 2017,"@AmazonHelp Yes, also the tracking hasn't been updated at all.",2142903,2142901.0,order_status,@AmazonHelp HELLO,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2141290,Wed Nov 08 23:03:29 +0000 2017,@AmazonHelp No they didn’t.They told me that in such cases the delivery takes place in a few days after the scheduled one. Could you give me a deadline?,,2141289.0,delivery_problem,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1369560,Fri Oct 27 23:35:03 +0000 2017,@AmazonHelp Your AMZL Service says delivery til 8pm please deliver it by then we have been home all day,,1369559.0,delivery_problem,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2151867,Sun Nov 26 13:42:39 +0000 2017,. @AmazonHelp Until Wednesday until you can either issue a refund or send a replacement. Unacceptable!,2151871,2151866.0,refund_status,"@632356 Have you already spoken to Customer Service directly about this particular delivery, Allan?  We'd like to help get this sorted for you any way we can.  Could you reach out to us here:  https://t.co/aaDyEz1VgE so we can look into it further with you? ^AZ",refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
856025,Fri Oct 20 03:10:05 +0000 2017,@AmazonHelp Im still wondering am i gonna receive this after my account is down at the moment. https://t.co/cpHJZoydj8,856024,856026.0,account_or_login_problem,@AmazonHelp 😔,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2459170,Wed Nov 15 07:40:40 +0000 2017,"@AmazonHelp Green is your stock. Red is what it should be, doesn't make sense. @133716 here i come👌 https://t.co/ogYGQ3xDnp",,2459169.0,product_information,,product_information,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
854393,Fri Oct 20 16:45:07 +0000 2017,@AmazonHelp Then you guys tell me that if I don’t received by Monday you are going to cancel my order.,,854391.0,cancellation_request,,cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1262976,Mon Oct 16 05:22:14 +0000 2017,"@AmazonHelp call everyday and just get to know that it will be delivered the next day . 
So sorry to say but you just lost a loyal customer.",,1262973.0,other_unclear,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
118749,Mon Nov 27 19:57:26 +0000 2017,@AmazonHelp We still have not heard back yet from you regarding this fraud case. An amazon vendor is using our name and address and we are receiving multiple amazon return items to our home. This needs to stop immediately. @115821 @115851,118750,118748.0,return_request,@142322 I'm sorry for the trouble! I don't see we've received your information. Please provide your details for us using the link ^NN provided above. ^KP,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1598742,Tue Nov 07 21:28:40 +0000 2017,"@AmazonHelp 2 months, still waiting for refund. ORDER # 408-6487239-5985920 Spoke with 6 people on 2 months, all of them just promised but did nothing!","1598744,1598745",1598741.0,refund_status,"@491015 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2)^SV || @491015 Sorry to know about the long wait, Jack. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. (1/2)^SV",refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2978194,Thu Nov 30 03:55:29 +0000 2017,@AmazonHelp I ordered this product as a gift: Samsung Gear S2 Smartwatch - Dark Gray https://t.co/SY0qck5kkt. There's nothing on the page about it being an AT&amp;T watch and I wasn't able to pick carriers when purchased. Did I get the wrong product?,2978196,2978193.0,product_problem,@821369 For this order please contact the seller to confirm if it is compatible for any specific https://t.co/F8pw2oBzBF are some steps on how to contact the seller: https://t.co/VsRiF6CZqx ^EB,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
728109,Wed Oct 11 07:26:43 +0000 2017,@AmazonHelp Yes same account but I now believe that it is my bank having the problems on their end not yours sorry for the inconvenience,728108,728110.0,account_or_login_problem,@294422 No problem at all :) ^AS,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
727839,Wed Oct 11 11:20:35 +0000 2017,"@AmazonHelp Warum dürfen die Verkäufer das #AmazonPrime zeigen,wenn die Ware dann doch nicht am nächsten Tag geliefert wird?Ist doch Teil v #Prime",727842,727838.0,Amazon_Prime_problem,@294365 Welches Lieferdatum steht denn in der Bestellbestätigung? Hast du deine Bestellung bereits erhalten? Grüße ^VM,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
69611,Thu Nov 30 20:55:05 +0000 2017,@AmazonHelp I’d rather the order just be cancelled so I don’t have the extra hassle of returning items because they didn’t arrive on time. That’s a waste of my time.,69612,69610.0,return_request,"@131776 We have no access to your account or orders through social media. If you haven't done so already, please reach us directly via the ^HS provided so we may look into available options for you. ^BV",cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2282894,Sat Nov 11 21:46:33 +0000 2017,"@AmazonHelp Thanks. Tried all that already. Remote is broken also, so only able to use the app to control the stick. Unplugged it for 2 hours but still stuck on logo screen ☹️",2282893,2282895.0,product_problem,@553967 We'd like to take a closer look at this with you. Please reach out to us here: https://t.co/JzP7hlA23B ^SB,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1735155,Tue Nov 07 13:56:19 +0000 2017,"@AmazonHelp No. I haven't... But I will be, and I hope the limited edition console is not damaged because of your negligence.",,1735154.0,product_problem,,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
418816,Tue Oct 10 10:55:45 +0000 2017,@AmazonHelp WTF I have return the product back to u and u are not returning my money bloody choor,418817,418815.0,return_request,@214890 Have you shared your details through the secured link as requested? ^HK,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2470991,Wed Nov 15 13:51:56 +0000 2017,"@AmazonHelp And as for missing dates, yes. You have missed every single release day delivery for any game I had pre-ordered this year. 

Your policy change on Prime discount for games and shipping issues make @127271 GCU ($30/2yr) a MUCH better deal.",,2470990.0,delivery_problem,,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1209463,Wed Oct 25 14:39:52 +0000 2017,"@AmazonHelp Done. 👍
https://t.co/ym7DKb3Omh

CS Person promised refund for broken sachet since return is not available. Please help on that too",,1209462.0,return_request,,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2128892,Wed Nov 08 20:10:14 +0000 2017,"@AmazonHelp I’ll just cancel the lot and buy the item elsewhere, probably be easier; as it also dropped in price at argos (which i’m presuming is why the price dropped on amazon too) i’m always unlucky with prices dropping the days after ordering haha 😂",,2128891.0,cancellation_request,,cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1302281,Fri Oct 27 00:48:53 +0000 2017,@AmazonHelp Its literally not available as an option to watch on the app. Ive added it to my watchlist and still not on the roku-amazon app,,1302279.0,product_information,,product_information,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
384545,Tue Oct 10 13:28:05 +0000 2017,@AmazonHelp I asked them to refund money through cheque. They asked me to add my account details which I did. But still not refunded.,,384544.0,refund_status,,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
444323,Wed Nov 22 14:52:25 +0000 2017,@AmazonHelp No reply from you. And I have messaged your seller too.,444325,444322.0,seller_or_marketplace_problem,"@220256 We try to reply as early as possible. However, you would receive the reply within 6-12 hours from the time you've written to us. ^KA",seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
577698,Sun Dec 03 11:44:04 +0000 2017,"@AmazonHelp Le 21 novembre, une promotion pré-blackfriday",577699,577697.0,promotion_or_discount,@255990 vous pouvez remplir ce formulaire : https://t.co/HtUowg2UGX afin de pouvoir consulter votre compte et vous aider ^ME,promotion_or_discount,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
523373,Sat Dec 02 06:12:39 +0000 2017,@AmazonHelp I’ve already been through the never-ending cycle of @115821 customer service hell. My membership keeps getting cancelled/reinstated and I don’t want to be incorrectly charged for a 3rd or 4th time. Lost confidence in @115821 - no longer a trustworthy and reliable company.,523375,523372.0,payment_or_billing_problem,@240936 I would like a member of our team to look into this for you. Please provide more info here: https://t.co/TmX0R40KwE ^BA,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1868852,Wed Oct 18 09:00:57 +0000 2017,@AmazonHelp __email__ account details,"1868853,1868854,1868855",1868849.0,account_or_login_problem,"@169834 Please don't provide your details, as we consider them to be personal information. Our page is visible to the public. ^GK || @169834 to reach out to our team via Chat/E-mail. (2/2) ^GK || @169834 I'm sorry for the trouble. However, we'll not be able to check your information over Twitter. Request you (1/2) ^GK",account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
308214,Sat Oct 07 00:21:13 +0000 2017,@AmazonHelp I've been a prime customer for to long to have to go thru this. My husband note wants to totally end or relationship with Amazon #sad,,308213.0,Amazon_Prime_problem,,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2305766,Mon Nov 13 01:25:10 +0000 2017,@AmazonHelp returning more shit and then having to spend more money to buy it again,,2305764.0,other_unclear,,return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1242244,Wed Oct 25 22:53:16 +0000 2017,@AmazonHelp Yep. I called looks like it was damaged in transit. another was sent and if it doesn’t arrive by Friday to call again,,1242243.0,product_problem,,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
124739,Fri Nov 24 02:55:40 +0000 2017,@AmazonHelp I bought a @7025 toaster and it is not working. Called @7025 service centre at least 50 times. Can u please take it back?,124741,124738.0,product_problem,"@143941 Sorry to hear that the product isn't working. If the return window is available on the product, you can request the return here: https://t.co/3yqvLnyTxi. ^SF",product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2501938,Wed Nov 15 22:38:03 +0000 2017,@AmazonHelp But how come you can order it at full price  and not at sale price... surely it is the same product on the same shelf in the warehouse,,2501936.0,promotion_or_discount,,promotion_or_discount,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
134970,Fri Nov 24 10:00:19 +0000 2017,"@AmazonHelp the correspondence didn't help, the same old reply to check with bank even though am charged by amazon. My hope relies on Avantika your chat executive now, have forwarded the required details to her on email.",134972,134969.0,payment_or_billing_problem,@146419 I get your concern for the refund. The resolution given to you in our email is accurate. Please reply to the email by our team with further insight so we can assist you accordingly. ^PJ,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2269266,Sat Nov 11 10:07:19 +0000 2017,"@AmazonHelp When i launch amazon App on android fone a main window appeared and asked me to change the password. There was no other option to skip or cancel, bit weird it never occured before. Have been using amazon app for years.",2269265,2269267.0,cancellation_request,@199058 Sorry about the trouble with your app. Please clear app data from device and reinstall the app. Do let us know if the issue still persists. ^AS,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
605064,Wed Nov 22 10:48:47 +0000 2017,@AmazonHelp It’s being returned to you not delivered to me!,,605062.0,missing_or_not_received_order,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2291409,Sun Nov 12 11:31:35 +0000 2017,@AmazonHelp 3 drives ordered (fulfilled by Amazon). Arrived badly packaged. One failed. Sent packaging feedback. Asked for a drive replacement. 3 sent out. Told I did need to send the faulty one back. Replacements badly packaged again. One of the replacements was DOA. (1/2),,2291407.0,return_request,,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1126704,Sun Oct 15 14:19:13 +0000 2017,@AmazonHelp @AmazonHelp u already have my details but you are not working on it.,,1126703.0,product_problem,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2286324,Sun Nov 12 01:27:03 +0000 2017,@AmazonHelp I was told that “additional information” was needed by the shipper. I rec’d 2/3 packages for the day which indicates that you guys shipped the one incorrectly. The option was to wait til Monday to call USPS which means I don’t get it til T-W which is not yesterday.,,2286323.0,order_status,,missing_or_not_received_order,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
332785,Tue Oct 10 05:19:49 +0000 2017,@AmazonHelp Still My Money not return back from AMAZON even after 4 days. Vahiyat Service by @115850 @115821 @AmazonHelp,,332784.0,return_request,,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
635748,Wed Nov 22 17:25:44 +0000 2017,"@AmazonHelp Already been harrased lot by executive customer relationship team That too after submitting confirmation frm manufacturer that product sold by Amazon is FAKE. So with all command l say Amazon sells fake products &amp; is a fraud co. I appeal to all, not to buy any product from Amazon",,635747.0,seller_or_marketplace_problem,,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1443075,Sun Nov 26 01:39:29 +0000 2017,"@AmazonHelp i got my account locked (aka suspended) because some scammer bought $500+ with it and apparently now i'm left here to pay for it? i sent an email, got an automatic response so i sent another email just now",1443077,1443074.0,account_or_login_problem,@454843 Oh no! We'd like to help if we can. We don't have access to your account via Twitter. Please reach out to us here so we can help in real time: https://t.co/hApLpMlfHN ^MO,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
285047,Fri Oct 06 15:25:23 +0000 2017,@AmazonHelp Its again half and hour no call from your side !! Should i cancel all orders??,285048,285046.0,cancellation_request,@183917 We'll work on it and get back to you at the earliest Vrashin. ^HN,cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
219514,Thu Oct 05 02:52:44 +0000 2017,"@AmazonHelp You see, I've searched and low for quality products. But my options are just amazingly limited by my foot size. Please help me.",,219513.0,product_information,,product_information,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
989506,Sun Oct 22 12:54:25 +0000 2017,@AmazonHelp Hi &amp; thanks. Just deleted/reinstalled - no change. “Your voice” still missing.,989504,989507.0,missing_or_not_received_order,"@354417 Oh no, Justin! Let's look into some live troubleshooting together by phone or chat here: https://t.co/JzP7hlA23B ^TG",product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2507266,Thu Nov 16 07:31:02 +0000 2017,"@AmazonHelp 3 all say ‘preparing to dispatch’ , 1 says ‘not yet dispatched’. Never normally takes this long, it’s been 4/5 days now.",2507268,2507265.0,order_status,"@714846 Hi, there could be a few reasons for this but most likely one or more of the item might be on back order and we are waiting on new stock to come in. We would still expect your package to arrive by the delivery date given though ^KK",order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2622601,Fri Nov 17 16:38:20 +0000 2017,@AmazonHelp That link opens my file but it shows nothing bought! Also the tights were too tight need my ten dollars refund it's been returned,2622603,2622600.0,refund_status,@AmazonHelp Tell the supervisor to call me,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1769026,Tue Oct 17 21:46:34 +0000 2017,"@AmazonHelp Ya, ya lo tengo en Español de España y aún así sale en latino, el resto de las series bien.",,1769025.0,promotion_or_discount,,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1264503,Thu Oct 26 14:10:32 +0000 2017,@AmazonHelp As you can see clearly not the right size. Some one in Amazon messed up. https://t.co/85TpUk731g,1264507,1264502.0,product_information,"@416103 We understand. If the item was sold by a third party seller, you can also contact the seller directly for more information. ^LG",product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2467226,Sun Oct 29 22:21:38 +0000 2017,"@AmazonHelp No reasoning, simply notice an item has been shipped &amp; will arrive...; an increasing pattern of delayed shipping with Prime. #Unreliable.",,2467225.0,order_status,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
282800,Tue Oct 10 15:03:29 +0000 2017,"@AmazonHelp Great to hear ""I can confirm the return has two phones in the warehouse and you will not be charged""' would have been even nicer to have an apology. Thanks anyway much appreciated.",,282797.0,return_request,,return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
417796,Thu Oct 26 13:38:50 +0000 2017,@AmazonHelp This is really the WORST thing with AMAZON. SHAME. Is this the way to deal with costumers?,,417795.0,promotion_or_discount,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
180908,Wed Oct 04 12:47:50 +0000 2017,"@AmazonHelp @115850 you have made a joke of delivery. Delayed for every order in the past 2 weeks, even after prime subscription","180904,180909",180910.0,delivery_problem,@158497 details here: https://t.co/C04tirAwIy I'll look into the issue and get back to you. 2/2 ^SH || @158497 I'm sorry for the delay. We truly don't want our customers to experience this. Please provide your 1/2 ^SH,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2671588,Tue Oct 31 10:32:09 +0000 2017,"@AmazonHelp I don't have a kindle. The charge on my bank statement says ""Amazon Digital Svc""",2671589,2671587.0,payment_or_billing_problem,"@752281 When you use the link to contact us, please mention the 2.99 charge as well so it can be addressed. ^MJ",payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
135067,Fri Nov 24 09:16:11 +0000 2017,@AmazonHelp Also i didnt receive any Bill attached with the Package,135069,135066.0,missing_or_not_received_order,@121290 We can't gain access to your account details via Twitter. Please report the issue to our support team using the link provided earlier and we'll have the issue checked. ^KA,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1547581,Sat Nov 04 08:48:34 +0000 2017,@AmazonHelp You are the seller???,1547582,1547580.0,seller_or_marketplace_problem,@479143 You can see who is the seller beside the order  https://t.co/aaDyEz1VgE. ^KM,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
